NMARK= 1
MARKER_TAG= inlet
NROW= 33
NCOL= 6
0.000000  0.000000  1.000000  0.000000  1.000000  0.000000
0.000000  0.015625  1.000000  0.181641  1.000000  0.000000
0.000000  0.031250  1.000000  0.351562  1.000000  0.000000
0.000000  0.046875  1.000000  0.509766  1.000000  0.000000
0.000000  0.062500  1.000000  0.656250  1.000000  0.000000
0.000000  0.078125  1.000000  0.791016  1.000000  0.000000
0.000000  0.093750  1.000000  0.914062  1.000000  0.000000
0.000000  0.109375  1.000000  1.025391  1.000000  0.000000
0.000000  0.125000  1.000000  1.125000  1.000000  0.000000
0.000000  0.140625  1.000000  1.212891  1.000000  0.000000
0.000000  0.156250  1.000000  1.289062  1.000000  0.000000
0.000000  0.171875  1.000000  1.353516  1.000000  0.000000
0.000000  0.187500  1.000000  1.406250  1.000000  0.000000
0.000000  0.203125  1.000000  1.447266  1.000000  0.000000
0.000000  0.218750  1.000000  1.476562  1.000000  0.000000
0.000000  0.234375  1.000000  1.494141  1.000000  0.000000
0.000000  0.250000  1.000000  1.500000  1.000000  0.000000
0.000000  0.265625  1.000000  1.494141  1.000000  0.000000
0.000000  0.281250  1.000000  1.476562  1.000000  0.000000
0.000000  0.296875  1.000000  1.447266  1.000000  0.000000
0.000000  0.312500  1.000000  1.406250  1.000000  0.000000
0.000000  0.328125  1.000000  1.353516  1.000000  0.000000
0.000000  0.343750  1.000000  1.289062  1.000000  0.000000
0.000000  0.359375  1.000000  1.212891  1.000000  0.000000
0.000000  0.375000  1.000000  1.125000  1.000000  0.000000
0.000000  0.390625  1.000000  1.025391  1.000000  0.000000
0.000000  0.406250  1.000000  0.914062  1.000000  0.000000
0.000000  0.421875  1.000000  0.791016  1.000000  0.000000
0.000000  0.437500  1.000000  0.656250  1.000000  0.000000
0.000000  0.453125  1.000000  0.509766  1.000000  0.000000
0.000000  0.468750  1.000000  0.351562  1.000000  0.000000
0.000000  0.484375  1.000000  0.181641  1.000000  0.000000
0.000000  0.500000  1.000000  0.000000  1.000000  0.000000
